Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
748;24257;"Asian-Pacific Economic Literature";journal;"08189935, 14678411";0,294;Q3;24;14;49;678;72;49;1,47;48,43;25,00;0;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2023";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
749;21101022747;"Ekonomika";journal;"13921258, 24246166";0,293;Q2;6;23;51;901;70;51;1,44;39,17;47,17;0;12;Poland;Eastern Europe;"Vilnius University Press";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
750;22691;"International Economic Journal";journal;"1743517X, 10168737";0,292;Q2;31;31;87;1410;116;87;1,09;45,48;27,12;0;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
751;21101019741;"Studies in Agricultural Economics";journal;"14182106, 20630476";0,291;Q3;18;16;51;657;55;51;1,26;41,06;44,68;0;15;Hungary;Eastern Europe;"";"2011-2023";"Agricultural and Biological Sciences (miscellaneous) (Q2); Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
752;21100854712;"Montenegrin Journal of Economics";journal;"18006698, 18005845";0,290;Q2;22;68;201;1973;388;201;2,10;29,01;48,81;0;40;Montenegro;Eastern Europe;"";"2017-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
753;21101137841;"Economy of Regions";journal;"20726414, 24111406";0,289;Q2;19;92;285;3247;311;284;1,04;35,29;56,54;0;76;Russian Federation;Eastern Europe;"Institute of Economics, The Ural Branch of Russian Academy of Sciences";"2010-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
754;19500157111;"New Medit";journal;"15945685";0,289;Q3;23;33;131;1814;163;125;1,25;54,97;29,41;0;25;Italy;Western Europe;"Bononia University Press";"2008-2023";"Agricultural and Biological Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
755;16020;"Administration";journal;"00018325, 24499471";0,288;Q2;10;27;82;741;43;81;0,52;27,44;34,62;0;5;Germany;Western Europe;"De Gruyter Open Ltd.";"2015-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
756;21100945168;"Contemporary Review of the Middle East";journal;"23490055, 23477989";0,285;Q3;9;25;77;1316;71;67;0,80;52,64;24,00;0;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2023";"Cultural Studies (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
757;28407;"Asian Economic Journal";journal;"13513958, 14678381";0,284;Q3;33;20;56;679;57;56;0,97;33,95;30,23;0;13;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2023";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
758;21100464917;"Journal of Computational Finance";journal;"14601559, 17552850";0,284;Q3;16;14;48;506;37;48;0,75;36,14;9,38;0;1;United States;Northern America;"Incisive Media Ltd.";"2011-2023";"Applied Mathematics (Q3); Computer Science Applications (Q3); Finance (Q3)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
759;21101039619;"Moneta e Credito";journal;"00269611, 20373651";0,284;Q3;5;16;67;663;34;66;0,65;41,44;31,25;0;13;Italy;Western Europe;"Associazione Economia Civile";"2019-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
760;21100403912;"Seoul Journal of Economics";journal;"12250279";0,284;Q2;7;16;61;601;34;61;0,45;37,56;20,69;0;10;South Korea;Asiatic Region;"Seoul National University";"2015-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
761;5800170936;"Legal Issues of Economic Integration";journal;"15666573";0,282;Q3;14;21;61;1908;38;60;0,59;90,86;39,29;0;13;Netherlands;Western Europe;"Kluwer Law International";"2012-2023";"Law (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
762;78505;"Italian Review of Agricultural Economics";journal;"22811559, 00356190";0,281;Q2;6;17;57;922;64;52;0,95;54,24;31,75;0;12;Italy;Western Europe;"Firenze University Press";"1978-1979, 2019-2022";"Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Development (Q3); Food Science (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
763;4900152713;"Revista de Economia e Sociologia Rural";journal;"01032003";0,281;Q3;21;61;204;2821;144;204;0,69;46,25;37,24;0;45;Brazil;Latin America;"Sociedade Brasileira de Economia e Sociologia Rural";"2006-2023";"Forestry (Q2); Social Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Economics and Econometrics (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
764;7100153137;"Transformations in Business and Economics";journal;"16484460";0,281;Q3;29;82;304;4530;431;286;1,73;55,24;55,17;0;52;Lithuania;Eastern Europe;"Vilnius University Press";"2006-2023";"Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Business and International Management (Q3); Economics and Econometrics (Q3); Marketing (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
765;21100894873;"World Review of Political Economy";journal;"20428928, 2042891X";0,280;Q2;5;25;75;993;38;75;0,54;39,72;22,22;0;10;United Kingdom;Western Europe;"Pluto Journals";"2018-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
766;19700201312;"Macroeconomics and Finance in Emerging Market Economies";journal;"17520843, 17520851";0,279;Q3;14;45;82;2219;114;82;1,22;49,31;37,65;2;27;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2023";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
767;21100907367;"Water Economics and Policy";journal;"2382624X, 23826258";0,279;Q3;16;42;83;2089;83;72;0,91;49,74;35,65;0;34;Singapore;Asiatic Region;"World Scientific";"2015-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3); Water Science and Technology (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
768;21101089124;"Retos(Ecuador)";journal;"13906291, 13908618";0,278;Q3;9;20;60;1119;104;60;1,80;55,95;32,56;0;13;Ecuador;Latin America;"Universidad Politecnica Salesiana";"2019-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
769;16159;"Review of Derivatives Research";journal;"13806645, 15737144";0,278;Q2;28;7;36;234;22;36;0,75;33,43;16,67;0;0;United States;Northern America;"Springer New York";"1996, 1998-2000, 2002-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q3)";"Economics, Econometrics and Finance"
770;21100787535;"Organizations and Markets in Emerging Economies";journal;"23450037, 20294581";0,277;Q3;10;33;71;2244;109;71;1,35;68,00;47,50;0;16;Lithuania;Eastern Europe;"Vilnius University Press";"2016-2023";"Business and International Management (Q3); Development (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
771;15900154750;"South African Journal of Economic and Management Sciences";journal;"22223436, 10158812";0,277;Q2;26;25;96;1489;134;95;1,45;59,56;30,91;0;14;South Africa;Africa;"AOSIS (Pty) Ltd";"1998-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
772;21100275828;"Comptabilite Controle Audit";journal;"12622788";0,276;Q3;10;9;24;567;23;21;0,83;63,00;42,11;0;0;France;Western Europe;"Francophone Association of Accounting";"2012-2023";"Accounting (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
773;21100775627;"IZA Journal of Labor Policy";journal;"21939004";0,276;Q3;25;8;37;416;31;37;0,81;52,00;28,57;1;8;Germany;Western Europe;"";"2012-2023";"Economics and Econometrics (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
774;21100803316;"Valori e Valutazioni";journal;"20362404";0,276;Q3;15;26;84;1533;105;76;1,20;58,96;66,67;0;23;Italy;Western Europe;"Societa Italiana di Estimo e Valutazione (SIEV)";"2016-2023";"Law (Q2); Decision Sciences (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
775;19700175212;"Revista Espanola de Financiacion y Contabilidad";journal;"02102412, 23320753";0,275;Q3;22;33;63;2458;80;61;1,22;74,48;39,74;0;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2023";"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
776;145595;"American Law and Economics Review";journal;"14657260, 14657252";0,274;Q3;38;0;42;0;41;42;1,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Oxford University Press";"2005-2022";"Law (Q2); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
777;21100843529;"Business Systems Research";journal;"18479375";0,274;Q2;15;8;96;390;150;96;1,48;48,75;61,54;0;3;Germany;Western Europe;"Walter de Gruyter GmbH";"2017-2023";"Economics, Econometrics and Finance (miscellaneous) (Q2); Information Systems (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
778;19500157310;"Investment Analysts Journal";journal;"20770227, 10293523";0,274;Q3;21;25;58;938;73;58;1,21;37,52;22,81;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972-2023";"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
779;21100781903;"Mir Rossii";journal;"18110398, 1811038X";0,273;Q3;10;33;105;1134;84;105;0,93;34,36;70,73;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2022";"Sociology and Political Science (Q2); Demography (Q3); Development (Q3); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
780;21101072387;"Insurance Markets and Companies";journal;"25229591, 26163551";0,272;Q3;6;14;23;668;64;23;3,38;47,71;35,00;0;6;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2023";"Business and International Management (Q3); Finance (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
781;3900148213;"International Journal of Entrepreneurship and Small Business";journal;"14761297, 17418054";0,272;Q3;46;78;232;6247;241;230;0,80;80,09;44,33;0;46;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2023";"Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
782;21101049551;"Public and Municipal Finance";journal;"22221867, 22221875";0,272;Q3;7;20;31;902;85;31;3,33;45,10;55,22;0;16;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3); Public Administration (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
783;21100899296;"Innovative Marketing";journal;"18142427, 18166326";0,271;Q3;20;85;172;4441;310;172;2,02;52,25;40,48;0;23;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2005-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
784;21100855999;"Journal of Eastern European and Central Asian Research";journal;"23288280, 23288272";0,271;Q3;12;106;178;3921;328;176;1,94;36,99;53,16;0;49;United States;Northern America;"Institute of Eastern Europe and Central Asia";"2014-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
785;21100845633;"Journal of Southeast Asian Economies";journal;"23395095, 23395206";0,271;Q3;11;17;53;661;44;53;0,84;38,88;38,46;0;14;Singapore;Asiatic Region;"ISEAS - Yusof Ishak Institute";"2017-2023";"Political Science and International Relations (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
786;21100933703;"Bulletin of Monetary Economics and Banking";journal;"14108046, 24609196";0,270;Q3;14;37;127;1565;173;123;1,33;42,30;20,00;0;22;Indonesia;Asiatic Region;"Bank Indonesia Institute";"2018-2023";"Finance (Q3)";"Economics, Econometrics and Finance"
787;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";0,270;Q3;8;13;42;649;62;42;1,27;49,92;23,08;0;9;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2018-2023";"Economics and Econometrics (Q3); Management Information Systems (Q3); Marketing (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
788;17100154706;"International Journal of Revenue Management";journal;"14747332, 17418186";0,269;Q3;14;9;25;378;31;25;1,13;42,00;37,50;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
789;21100456788;"International Journal on Food System Dynamics";journal;"18696945";0,269;Q3;22;27;92;1360;94;92;1,07;50,37;49,37;0;13;Germany;Western Europe;"CENTMA Research";"2010-2023";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Food Science (Q3); Geography, Planning and Development (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
790;21100872764;"International Journal of Sustainable Agricultural Management and Informatics";journal;"20545827, 20545819";0,268;Q3;10;20;69;964;100;67;1,61;48,20;35,19;0;13;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2015-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)";"Agricultural and Biological Sciences; Business, Management and Accounting; Economics, Econometrics and Finance"
791;21101050920;"Business, Management and Economics Engineering";journal;"2669249X, 26692481";0,267;Q3;8;17;62;956;121;62;1,64;56,24;63,64;0;10;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2021-2023";"Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
792;21100384006;"International Journal of Intelligent Unmanned Systems";journal;"20496427, 20496435";0,267;Q3;16;36;89;1067;156;84;1,05;29,64;25,71;0;13;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2023";"Automotive Engineering (Q3); Economics and Econometrics (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Engineering; Mathematics"
793;24391;"Journal of Interdisciplinary Economics";journal;"23215305, 02601079";0,267;Q3;14;17;43;1020;40;42;0,97;60,00;16,67;1;8;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
794;21100388412;"Forum for Health Economics and Policy";journal;"21946191, 15589544";0,265;Q3;12;4;14;158;16;13;0,80;39,50;0,00;0;3;Germany;Western Europe;"Walter de Gruyter GmbH";"2011-2012, 2014-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Health Policy (Q3)";"Economics, Econometrics and Finance; Medicine"
795;21100451190;"International Journal of Microsimulation";journal;"17475864";0,265;Q3;7;14;62;694;32;54;0,44;49,57;44,83;3;9;Luxembourg;Western Europe;"International Microsimulation Association";"2015-2023";"Social Sciences (miscellaneous) (Q2); Demography (Q3); Economics and Econometrics (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Mathematics; Medicine; Social Sciences"
796;13924;"Studies in Political Economy";journal;"07078552, 19187033";0,264;Q3;22;16;56;531;51;55;0,79;33,19;55,00;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2023";"Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
797;21100857165;"Margin";journal;"09738029, 09738010";0,263;Q3;18;5;56;145;82;56;1,00;29,00;63,64;0;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2007-2022";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Social Sciences"
798;21100900131;"Terra Economicus";journal;"24104531, 20736606";0,263;Q3;12;35;108;1384;131;108;1,35;39,54;42,42;0;21;Russian Federation;Eastern Europe;"Southern Federal University";"2018-2023";"History (Q1); Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
799;21100368201;"Wine Economics and Policy";journal;"22133968, 22129774";0,263;Q3;34;16;50;725;68;50;1,67;45,31;37,74;0;7;Italy;Western Europe;"Universita degli Studi di Firenze";"2012-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Food Science (Q3); Horticulture (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
800;12100155623;"Forum for Social Economics, The";journal;"18746381, 07360932";0,262;Q3;14;53;95;2737;136;87;1,80;51,64;43,27;0;40;United States;Northern America;"Taylor and Francis Inc.";"1971, 1975-1998, 2004, 2011-2023";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
801;21100856516;"Region";journal;"24095370";0,262;Q3;13;16;56;969;61;53;1,02;60,56;33,33;0;13;Belgium;Western Europe;"European Regional Science Association";"2014-2023";"Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
802;15556;"Financial History Review";journal;"09685650, 14740052";0,261;Q3;23;9;54;599;26;54;0,36;66,56;43,75;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1994-1999, 2003-2023";"History (Q1); Finance (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
803;26829;"Studies on Russian Economic Development";journal;"10757007, 15318664";0,260;Q3;18;94;258;2268;192;258;0,75;24,13;40,71;0;60;United States;Northern America;"Pleiades Publishing";"1993, 1995, 2006-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
804;19980;"Economic and Social Review";journal;"00129984";0,259;Q3;31;11;46;473;43;45;0,48;43,00;33,33;0;7;Ireland;Western Europe;"Economic and Social Studies";"1979-2023";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
805;19400158378;"Foundations and Trends in Microeconomics";journal;"15479846, 15479854";0,259;Q3;20;0;1;0;1;1;1,00;0,00;0,00;0;0;United States;Northern America;"Now Publishers Inc";"2005-2015, 2017-2018, 2021";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
806;21101021439;"Southern African Journal of Entrepreneurship and Small Business Management";journal;"25227343, 20713185";0,259;Q3;7;17;43;1085;58;42;1,16;63,82;62,07;0;8;South Africa;Africa;"AOSIS (Pty) Ltd";"2019-2023";"Business and International Management (Q3); Development (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
807;21100835686;"Journal of Structured Finance";journal;"23741325, 15519783";0,255;Q3;5;16;85;236;18;72;0,23;14,75;28,13;0;7;United States;Northern America;"Portfolio Management Research";"2017-2023";"Finance (Q3)";"Economics, Econometrics and Finance"
808;18299;"American Journal of Economics and Sociology";journal;"00029246, 15367150";0,253;Q3;45;35;168;1327;202;150;1,18;37,91;21,31;5;23;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1941-1966, 1968-1976, 1978-2023";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
809;21100198723;"International Journal of Economic Policy in Emerging Economies";journal;"17520452, 17520460";0,253;Q3;19;57;133;2523;147;130;0,66;44,26;41,86;0;35;Switzerland;Western Europe;"Inderscience";"2007, 2011-2023";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
810;19957;"Economic and Political Weekly";journal;"23498846, 00129976";0,251;Q3;70;809;2530;9390;794;1633;0,21;11,61;36,89;0;225;India;Asiatic Region;"Economic and Political Weekly";"1978-1980, 1982-1986, 1993, 1995-1997, 2002, 2007-2023";"Political Science and International Relations (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
811;29064;"Engineering Economist";journal;"0013791X, 15472701";0,251;Q3;36;16;57;543;44;48;0,72;33,94;29,03;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1955-2023";"Economics and Econometrics (Q3); Education (Q3); Engineering (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Engineering; Social Sciences"
812;21101063015;"Agua y Territorio";journal;"23408472, 23407743";0,250;Q3;4;35;52;1246;26;50;0,55;35,60;43,94;0;20;Spain;Western Europe;"Universidad de Jaen Campus Las Lagunillas";"2019-2024";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
813;21100843485;"Economics and Business Letters";journal;"22544380";0,250;Q3;11;36;109;984;117;105;1,07;27,33;31,51;0;25;Spain;Western Europe;"Universidad de Oviedo";"2017-2023";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
814;3300147410;"Journal of Asian Pacific Communication";journal;"15699838, 09576851";0,250;Q3;23;12;42;621;40;39;0,76;51,75;50,00;0;5;Netherlands;Western Europe;"John Benjamins Publishing Company";"2000-2023";"Business, Management and Accounting (miscellaneous) (Q3); Communication (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
815;21100407655;"Banks and Bank Systems";journal;"19917074, 18167403";0,249;Q3;22;78;215;3913;381;215;1,76;50,17;30,48;0;39;Ukraine;Eastern Europe;"Business Perspectives";"2006-2023";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
816;11700154334;"Journal of Derivatives";journal;"10741240";0,249;Q3;50;22;101;525;61;89;0,44;23,86;13,16;0;0;United States;Northern America;"Portfolio Management Research";"1996-2023";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
817;21101075726;"Journal of Financial Management, Markets and Institutions";journal;"2282717X";0,249;Q3;5;16;36;854;37;30;0,96;53,38;62,86;0;11;Singapore;Asiatic Region;"World Scientific";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
818;19900191851;"South East European Journal of Economics and Business";journal;"1840118X";0,249;Q3;19;28;63;1467;73;62;0,86;52,39;45,45;0;14;Bosnia and Herzegovina;Eastern Europe;"School of Economics and Business in Sarajevo";"2007-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
819;21101059744;"Vestnik Sankt-Peterburgskogo Universiteta. Ekonomika";journal;"2542226X, 1026356X";0,249;Q3;8;25;79;840;67;79;0,59;33,60;42,37;0;15;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
820;21101043579;"Annals of Corporate Governance";journal;"23816732, 23816724";0,248;Q3;4;0;9;0;13;9;1,17;0,00;0,00;0;0;United States;Northern America;"Now Publishers Inc";"2019-2022";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
821;21100409406;"Journal of International Commerce, Economics and Policy";journal;"17939933, 17939941";0,248;Q3;17;27;49;1382;71;49;1,76;51,19;29,23;0;17;Singapore;Asiatic Region;"World Scientific";"2010-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
822;21100896940;"Intellectual Economics";journal;"18228038, 18228011";0,247;Q3;8;20;61;1101;73;58;1,26;55,05;51,67;0;13;Lithuania;Eastern Europe;"Mykolo Romerio Universitetas";"2018-2023";"Philosophy (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
823;19700182325;"Investment Management and Financial Innovations";journal;"18104967, 18129358";0,246;Q3;25;119;362;5405;585;362;1,77;45,42;47,64;0;62;Ukraine;Eastern Europe;"Business Perspectives";"2004-2023";"Accounting (Q3); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
824;21101075855;"Journal of Indonesian Economy and Business";journal;"23385847, 20858272";0,246;Q3;7;15;45;942;70;45;1,53;62,80;43,75;0;5;Indonesia;Asiatic Region;"Gadjah Mada University";"2019-2023";"Accounting (Q3); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
825;4000152130;"Economists' Voice";journal;"15533832";0,245;Q3;17;30;51;766;32;44;0,49;25,53;25,00;0;22;Germany;Western Europe;"Walter de Gruyter GmbH";"2006-2023";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
